"VENDOR_PARTY_ID","ALTERNATIVE_VENDOR_PARTY_ID","MANUFACTURER_PARTY_ID","ITEM_ID","CATEGORY_ID","LAST_UPDATED","ITEM_CATEGORY","DESCRIPTION","PRICE","VENDOR","VENDOR_CATALOG_#","MANUFACTURER","MANUFACTURER_CATALOG_#","ALTERNATIVE_VENDOR_PRICE","ALTERNATIVE_VENDOR","ALTERNATIVE_VENDOR_PART_#","INTERMOUNTAIN_ITEM_#_MMIS","PURCHASE_UNIT","CONVERSION","GL_CODE","UNSPC","NOTES"
"","","","","","10/22/2012","Camera:","Camera Canon PowerShot A1300 16MPix, 5X digital zoom, SD media (Replaced A1200)",120.51,"VLCM","6178B001","Canon","A1300","","","","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","LifeCam web camera desktop VX-2000  w/microphone (Not Supported for Webcollect)",21.93,"VLCM","YFC-00001","Microsoft","YFC-00001",20.52,"Dell","A4418397","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","Lifecam web camera desktop HD-3000 720p 16:9 w/microphone (Not Supported for Webcollect)",28.19,"VLCM","T3H-00001","Microsoft","T3H-00001",28.34,"Dell","A4845551","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","Lifecam web camera desktop HD-5000 720p 16:9 auto focus w/mic (Not Supported for Webcollect)",35.27,"VLCM","7ND-00001","Microsoft","7ND-00001",34.19,"Dell","A3514444","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","Lifecam web camera notebook HD-6000 720p 16:9 auto focus w/mic (Not Supported for Webcollect)",42.32,"VLCM","7PD-00001","Microsoft","7PD-00001",44.99,"Dell","A3696801","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","LifeCam Cinema 720p widescreen USB w/microphone (Not Supported for Webcollect)",58.84,"VLCM","H5D-00001","Microsoft","H5D-00001",49.49,"Dell","A2978835","","EA",1,"4144","",""
"","","","","","10/22/2012","Camera:","LifeCam web camera Studio 1080p (Not Supported for Webcollect)",69.24,"VLCM","Q2F-00001","Microsoft","Q2F-00001",77.39,"Dell","A4732594","","EA",1,"4144","",""
"","","","","","8/3/2012","Standard Desktop - (Dell 7010 Desktop):`","Computer Desktop 7010 Small Form Dell",640,"Dell","225-2812","Dell","225-2812","","","","41001954","EA",1,"4183","43211507","Quote #628085422 3rd generation i5-3550 processor(6MB,3.3GHz), 4GB 1600MHz DDR3, 250 GB Hard Drive, 8X SlimlineDVD-Rom, Keyboard and mouse included"
"","","","","","8/3/2012","","Computer Desktop 7010 Mini Tower Dell",635,"Dell","225-2808","Dell","225-2808","","","","41001955","EA",1,"4183","43211507","Quote #628086929 3rd generation i5-3550 processor(6MB,3.3GHz), 4GB 1600MHz DDR3, 250 GB Hard Drive, 16X DVD-Rom, Keyboard and mouse included"
"","","","","","9/24/2012","Monitor For Desktop","Dell 22"""""""""""""""" Wide LCD Flat Panel w/height adj -1680 x 1050",161,"Dell","320-8103","Dell","P22103","","","","41001947","EA",1,"4183","43211900","New Version released"
"","","","","","9/24/2012","","Dell 22"""""""""""""""" Wide LCD Flat Panel w/height adj -1680 x 1050",161,"Dell","320-9704","Dell","FJ44J","","","","41001957","EA",1,"4183","43211900",""
"","","","","","8/3/2012","Standard Laptop - Dell E series :","Computer Laptop E Series STD E6430 Dell",1040,"Dell","225-2655","Dell","225-2655","","","","41001953","EA",1,"4183","43211500","Quote #628084449 3rd generation i5-3210M processor(3M Cache,2.5GHz), 4GB 1600MHz SDRAM, 320 GB Hard Drive, 8X DVD+/-RW, 14"""""""""""""""" Anti Glare monitor, 9 Cell Battery"
"","","","","","8/3/2012","Executive Laptop - Dell E Series:","Computer Notebook E Ser Exec 12.5"""""""""""""""" E6230",1049,"Dell","225-3391","Dell","225-3391","","","","41001956","EA",1,"4183","43211503","Quote #628083533 3rd generation i5-3210M processor(3M Cache,2.6GHz), 4GB 1600MHz SDRAM, 320 GB Hard Drive, 8X DVD+/-RW, 12.5"""""""""""""""" Anti Glare monitor, 6 Cell Battery 65WH Lithium Ion"
"","","","","","7/13/2012","Ultrabook - XPS 13(Only approved for Director Level and above):","Computer Ultrabook XPS 13",1169.99,"Dell","225-2506","Dell","225-2506","","","","","EA",1,"4183","43211513","Quote #623669175 13.3"""""""""""""""" HD 720p i5-2467M 4GB DDR3 1333MHz"
"","","","","","7/13/2012","Notebook Accessories, Dell Latitude E-Series:","E/Port 15 expansion/pass through ports (6xUSB, RJ45, VGA, DVI, Audio, Mic, etc.  )",86.43,"Dell","430-3113","Dell","430-3113","","","","41001949","EA",1,"4144","43211602",""
"","","","","","7/13/2012","","E/Flat Panel Monitor mount- use with E/Dock or E/port / mounts up to 24"""""""""""""""" flat panel",61,"Dell","330-0874","Dell","330-0874","","","","","EA",1,"4144","",""
"","","","","","7/13/2012","","E/Monitor stand for Flat Panel or CRT monitors ( traditional shelf stand)- use with E/Dock or E/port",61,"Dell","330-0875","Dell","330-0875","","","","41001950","EA",1,"4144","43212002",""
"","","","","","7/13/2012","","E/View note.stand - allows use of note. LCD as desktop monitor w/ E/Port or E/Dock",69,"Dell","330-0878","Dell","330-0878","","","","","EA",1,"4144","",""
"","","","","","9/10/2012","Ultrabook Accessories (Only approved for Director Level and above);","Station Docking USB 3.0 Superspeed",192.05,"VLCM","ACP71USZ","Targus","ACP71USZ","","","","","EA",1,"4144","",""
"","","","","","7/13/2012","","Mouse Anywher MX Logitech9 Discontinued Use MHC-00035 as the replacement for a mobile mouse, See PC Accessories)",54.31,"VLCM","910-000872","Logitech","910-000872","","","","","EA",1,"4183","",""
"","","","","","7/13/2012","","Adapter Mini Display Port to VGA Video",22.49,"VLCM","MDP2VGA","Startech","MDP2VGA","","","","","EA",1,"4144","",""
"","","","","","7/13/2012","","Adapter Mini Display Port to HDMI",13.05,"VLCM","MDP2HDMI","Startech","MDP2HDMI","","","","","EA",1,"4144","",""
"","","","","","1/10/2010","Other Software","VMWARE Workstation License ","","Vmware INC","","","","","","","","","","","","Work through Darin Dickson to order "
"","","","","","10/21/2012","Headsets","Ear Bud Replacement Tristar, Bell Tip, Soft, Large",3.28,"29955-02","VLCM ","29955-02","Plantronics",2.95,"HeadsetsWholesale","29955-02","","EA",1,"4144","",""
"","","","","","10/21/2012","Headsets","Ear Bud Replacement Tristar, Foam Tip, Small",3.28,"29955-03","VLCM ","29955-03","Plantronics",2.95,"HeadsetsWholesale","29955-03","","EA",1,"4144","",""
"","","","","","10/21/2012","Headsets","Ear Bud Replacement Tristar, Foam Tip, Large",3.28,"29955-04","VLCM ","29955-04","Plantronics",2.95,"HeadsetsWholesale","29955-04","","EA",1,"4144","",""
"","","","","","10/21/2012","Headsets","Ear Bud Replacement Pack, 4 sizes, Tristar",10.05,"29955-32","VLCM ","29955-07","Plantronics",12.09,"HeadsetsWholesale","29955-07","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","4602SW IP PH BL ",110,"Black Box","XLDEF4602SW","Avaya","XLDEF4602SW","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","4610SW IP PH BL ",175,"Black Box","XLDEF4610SW","Avaya","XLDEF4610SW","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","4620/1SW IP PH BL ",180,"Black Box","XLDEF4620SW","Avaya","XLDEF4620SW","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","4621SW IP PH BL ",215,"Black Box","XLDEF4621SW","Avaya","XLDEF4621SW","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","AV4625SW IP phone w/switch",250,"Black Box","XLDEF4625SW","Avaya","XLDEF4625SW","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","2410D Avaya",195,"Black Box","XLDEF2410DG","Avaya","XLDEF2410DG","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","2420D Avaya",185,"Black Box","XLDEF2420DG","Avaya","XLDEF2420DG","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","9610 Avaya","","Black Box","","Avaya","","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","9620 Avaya",175,"Black Box","XLDEF9620ONEX","Avaya","XLDEF9620ONEX","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","9620L Avaya",250,"Black Box","NLDEF9620L","Avaya","NLDEF9620L","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Avaya","9630 Avaya",265,"Black Box","XLDEF9630ONEX","Avaya","XLDEF9630ONEX","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP120",20,"Black Box","X61000","ROLM","X61000","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP120H (headset)",20,"Black Box","X61100","ROLM","X61100","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240",30,"Black Box","X62000","ROLM","X62000","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240 Headset",35,"Black Box","X62100","ROLM","X62100","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240 Basic",20,"Black Box","X62600","ROLM","X62600","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240E (display)",65,"Black Box","X62080","ROLM","X62080","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240EH",75,"Black Box","X62180","ROLM","X62180","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP400",45,"Black Box","X64000","ROLM","X64000","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP400H",50,"Black Box","X64100","ROLM","X64100","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","9755 ATC Console",150,"Black Box","X51001A","ROLM","X51001A","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP Handset",7,"Black Box","Z60912","ROLM","Z60912","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP Wall Mount Kit",15,"Black Box","N60922","ROLM","N60922","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","Rolmphone Wall Mount clips 25/pack",7,"Black Box","N60942","ROLM","N60942","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP120 Lens Cover",2,"Black Box","Z61915","ROLM","Z61915","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP240 Lens Cover",2,"Black Box","Z62915","ROLM","Z62915","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","RP400 Lens Cover",2,"Black Box","Z64915","ROLM","Z64915","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","12'''''''' Coil Cords - Ash",1,"Black Box","ZICHC412FAR","ROLM","ZICHC412FAR","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","25'''''''' Coil Cord - Ash",2,"Black Box","ICHC425FAR","ROLM","ICHC425FAR","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","14'''''''' Silver Satin Base Cord",1,"Black Box","ICLC414FSV","ROLM","ICLC414FSV","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM","25'''''''' Silver Satin Base Cord",2,"Black Box","ICLC425FSV","ROLM","ICLC425FSV","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/600","Rolmphone 312",30,"Black Box","X66006","ROLM","X66006","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/601","Rolmphone 312L",40,"Black Box","X66008","ROLM","X66008","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/602","Rolphone 612",35,"Black Box","X66106","ROLM","X66106","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/603","Rolmphone 612S",40,"Black Box","X66306","ROLM","X66306","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/604","Rolmphone 612L",45,"Black Box","X66206","ROLM","X66206","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/605","Rolmphone 612SL",50,"Black Box","X66406","ROLM","X66406","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/606","Rolmphone 624",35,"Black Box","X66108","ROLM","X66108","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/607","Rolmphone 624S",40,"Black Box","X66308","ROLM","X66308","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/608","Rolmphone 624L",45,"Black Box","X66208","ROLM","X66208","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/609","Rolmphone 624SL",50,"Black Box","X66408","ROLM","X66408","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","ROLM 300/610","Rolmphone Handset",7,"Black Box","X66930","ROLM","X66930","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9751 Cards","RLI",50,"Black Box","X90678","N/A","X90678","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9752 Cards","ATI",50,"Black Box","X90666","N/A","X90666","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9753 Cards","OPS",60,"Black Box","X91240","N/A","X91240","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9754 Cards","I/O Cables",50,"Black Box","91346/50","N/A","91346/50","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9755 Cards","Switch Tails",25,"Black Box","X521020","N/A","X521020","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9756 Cards","T1DN",85,"Black Box","X90635","N/A","X90635","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Entry",35,"Black Box","X69660","20","X69660","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Basic",40,"Black Box","X69661","30","X69661","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Standard",55,"Black Box","X69662","40","X69662","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Advance",50,"Black Box","X69663","40","X69663","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Advance +",65,"Black Box","X69664","40","X69664","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset E Advance Conference ",95,"Black Box","X69623","60","X69623","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","KEO",45,"Black Box","X69688","35","X69688","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Phone Adapter",50,"Black Box","X69665","N/A","X69665","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Analog Adapter Option",45,"Black Box","X69752","N/A","X69752","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","AAO Power Supply",15,"Black Box","X69873","N/A","X69873","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Headset Option",55,"Black Box","X69677","N/A","X69677","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Headset Plus Option",55,"Black Box","X69678","N/A","X69678","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Wall Mount Kit Entry/Basic",15,"Black Box","N69761","N/A","N69761","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Wall Mount Kit Standard/Advance",15,"Black Box","N69762","N/A","N69762","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","12'''''''' Misty Cream coil cord",1,"Black Box","ZICHC412FMC","N/A","ZICHC412FMC","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","25'''''''' Misty Cream coil cord",2,"Black Box","ZICHC425FMC","N/A","ZICHC425FMC","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optisets","Optiset Handset",8,"Black Box","X69838","N/A","X69838","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Entry",60,"Black Box","X69900","35","X69900","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Basic",75,"Black Box","X69902","35","X69902","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Standard",85,"Black Box","X69906","50","X69906","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Advance",110,"Black Box","X69908","50","X69908","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Key Module",65,"Black Box","X69910","50","X69910","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Analog Adapter",60,"Black Box","X69914","N/A","X69914","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Acoustic Adapter",70,"Black Box","X69915","N/A","X69915","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Phone Adapter",75,"Black Box","X69918","N/A","X69918","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint Wall Mount Kit Entry",17,"Black Box","N69931","N/A","N69931","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","Optipoint WMK Bas, Std, Adv",17,"Black Box","N69932","N/A","N69932","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Optipoints","OptiPoint Handset",10,"Black Box","Z69939","N/A","Z69939","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9006 Interface Card","SLMR3",170,"Black Box","X97445","N/A","X97445","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9007 Interface Card","SLMO (EP card)",195,"Black Box","X97652","N/A","X97652","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9008 Interface Card","SLMA (EX card)",170,"Black Box","X97447","N/A","X97447","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9009 Interface Card","SLMA2 (EP Card)",195,"Black Box","X97743","N/A","X97743","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9010 Interface Card","TMD64 (EP card)",195,"Black Box","X97745","N/A","X97745","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","9011 Interface Card","Tradeboard Touch Box",425,"Black Box","58105","N/A","58105","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar 7100",40,"Black Box","XM7100","40","XM7100","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar 7208",55,"Black Box","XM7208","45","XM7208","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar 7310",95,"Black Box","XM7310","55","XM7310","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar 7324G ",115,"Black Box","XM7324","65","XM7324","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar 7324 Lamp Module gray",55,"Black Box","XNT8B41G","45","XNT8B41G","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","SAPS Power Supply for Lamp Module",45,"Black Box","NNT8B60CA","N/A","NNT8B60CA","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar BCM T7208",85,"Black Box","XT7208","50","XT7208","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Norstar Phone","Norstar BCM T7316 Enhanced",105,"Black Box","XT7316E","65","XT7316E","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Meridian Phone","Nortel Meridian 3901 Release 3",40,"Black Box","XM3901","35","XM3901","","","","","EA",1,"4144","",""
"","","","","","1/20/2011","Meridian Phone","Nortel Meridian 3902 Release 3",75,"Black Box","XM3902","45","XM3902","","","","","EA",1,"4144","",""
